contig	length	reference	order	evidence	score	amb_region
S_ID085_T2_k141_6289	1121	NZ_CP079610.1	Enterobacterales	Transformer	0.406100869178772	0-1120
S_ID085_T2_k141_6293	1092	CP052389.1	Enterobacterales	Transformer	0.0592212118208408	0-1091
S_ID085_T2_k141_6301	1399	NZ_MK433207.1	Enterobacterales	Transformer	0.0090619502589106	0-1398
S_ID085_T2_k141_6309	2767	NZ_CP079608.1	Enterobacterales	Transformer	0.0527350641787052	0-2766
S_ID085_T2_k141_6311	1078	NZ_CP075882.1	Enterobacterales	Transformer	0.6862343549728394	0-622
S_ID085_T2_k141_6321	1249	NZ_CP042531.1	Enterobacterales	Transformer	0.0644515007734298	0-1248
S_ID085_T2_k141_6329	1918	CP052389.1	Enterobacterales	Transformer	0.0033440508414059	0-1917
S_ID085_T2_k141_6375	2029	CP052389.1	Enterobacterales	Transformer	0.0111537277698516	0-2028
S_ID085_T2_k141_6377	1259	NZ_CP079608.1	Enterobacterales	Transformer	0.0417513847351074	645-1038,1141-1258
S_ID085_T2_k141_6393	1184	CP052389.1	Enterobacterales	Transformer	0.002748487284407	0-1183
S_ID085_T2_k141_6414	3413	NZ_AP019668.1	Enterobacterales	Transformer	0.9996070265769958	0-3413
S_ID085_T2_k141_6419	1519	NZ_CP076548.1	Enterobacterales	Transformer	0.1720838099718094	0-1518
S_ID085_T2_k141_6431	2367	CP052389.1	Enterobacterales	Transformer	0.0305775757879018	0-2366
S_ID085_T2_k141_6469	1744	CP071170.1	Enterobacterales	Transformer	0.9998226761817932	0-1743
S_ID085_T2_k141_6481	3042	NZ_CP075882.1	Enterobacterales	Transformer	0.9996116757392884	0-3041
S_ID085_T2_k141_6501	1171	NZ_CP025944.3	Enterobacterales	Transformer	0.1467437595129013	0-1170
S_ID085_T2_k141_6505	1203	NZ_CP079608.1	Enterobacterales	Transformer	0.0218166932463645	0-1202
S_ID085_T2_k141_6517	3594	NZ_CP075882.1	Enterobacterales	Transformer	0.9997851252555848	0-3593
S_ID085_T2_k141_6523	2541	CP052389.1	Enterobacterales	Transformer	0.0637151375412941	0-2540
S_ID085_T2_k141_6557	2741	NZ_CP079675.1	Enterobacterales	Transformer	0.006490642670542	0-2740
S_ID085_T2_k141_6586	2517	CP052389.1	Enterobacterales	Transformer	0.0403616800904274	24-2516
S_ID085_T2_k141_6593	1998	NZ_CP076548.1	Enterobacterales	Transformer	0.0182512141764163	4-1997
S_ID085_T2_k141_6595	2171	NZ_CP042531.1	Enterobacterales	Transformer	0.0329108983278274	0-2033
S_ID085_T2_k141_6622	1229	NZ_CP079610.1	Enterobacterales	Transformer	0.0031023696064949	0-1228
S_ID085_T2_k141_6637	2749	NZ_CP075882.1	Enterobacterales	Transformer	0.999504327774048	
S_ID085_T2_k141_6658	1109	NZ_MT269844.1	Enterobacterales	Transformer	0.9997932314872742	
S_ID085_T2_k141_6662	1039	NZ_MK433207.1	Enterobacterales	Transformer	0.0112207923084497	0-1038
S_ID085_T2_k141_6676	2140	NZ_CP075882.1	Enterobacterales	Transformer	0.9996267557144164	
S_ID085_T2_k141_6689	1471	NZ_CP072999.1	Enterobacterales	Transformer	0.6474499106407166	0-1470
S_ID085_T2_k141_6698	1469	NZ_CP076548.1	Enterobacterales	Transformer	0.1017057672142982	0-1078,1180-1468
S_ID085_T2_k141_6722	1432	NZ_CP079601.1	Enterobacterales	Transformer	0.96757572889328	0-1431
S_ID085_T2_k141_6725	1610	NZ_CP079126.1	Enterobacterales	Transformer	0.0106901060789823	0-1609
S_ID085_T2_k141_6732	1021	CP052389.1	Enterobacterales	Transformer	0.0055175200104713	0-1020
S_ID085_T2_k141_6759	1011	NZ_CP079601.1	Enterobacterales	Transformer	0.0018401694251224	0-1010
S_ID085_T2_k141_6762	1056	CP052389.1	Enterobacterales	Transformer	0.0049282456748187	0-1056
S_ID085_T2_k141_6774	1121	NZ_CP063488.1	Enterobacterales	Transformer	0.5635955333709717	14-1106
S_ID085_T2_k141_6788	1050	NZ_CP079675.1	Enterobacterales	Transformer	0.0576685070991516	138-1049
S_ID085_T2_k141_6799	1298	CP052389.1	Enterobacterales	Transformer	0.4021547138690948	0-1297
S_ID085_T2_k141_6802	2347	NZ_CP074582.1	Enterobacterales	Transformer	0.0446682833135128	0-2346
S_ID085_T2_k141_6829	1114	NZ_CP076548.1	Enterobacterales	Transformer	0.0008156570256687	0-1113
S_ID085_T2_k141_6831	5812	CP052389.1	Enterobacterales	Transformer	0.024447226896882	0-5811
S_ID085_T2_k141_6832	1920	CP064321.1	Enterobacterales	Transformer	0.6933952569961548	0-1924
S_ID085_T2_k141_6851	8858	CP071168.1	Enterobacterales	Transformer	0.9997708201408386	
S_ID085_T2_k141_6870	2073	CP052389.1	Enterobacterales	Transformer	0.0269047189503908	0-2050
S_ID085_T2_k141_6888	1901	NZ_CP076548.1	Enterobacterales	Transformer	0.0099980598315596	0-1900
S_ID085_T2_k141_6927	1468	NZ_MK433207.1	Enterobacterales	Transformer	0.0056756506673991	0-1467
S_ID085_T2_k141_6967	3103	NZ_CP058228.1	Enterobacterales	Transformer	0.9997324347496032	
S_ID085_T2_k141_6970	1017	NZ_CP076548.1	Enterobacterales	Transformer	0.8522429466247559	0-1016
S_ID085_T2_k141_6972	1854	NZ_CP019275.1	Enterobacterales	Transformer	0.999569833278656	0-782,1112-1853
S_ID085_T2_k141_6979	1020	CP052389.1	Enterobacterales	Transformer	0.0621126592159271	0-1019
S_ID085_T2_k141_6985	1241	NZ_CP079675.1	Enterobacterales	Transformer	0.2545559704303741	1-1240
S_ID085_T2_k141_7002	2134	NZ_CP079127.1	Enterobacterales	Transformer	0.0174429584294557	0-2133
S_ID085_T2_k141_7003	1018	NZ_CP079127.1	Enterobacterales	Transformer	0.0005418887012638	0-1017
S_ID085_T2_k141_7010	1754	NZ_MK433207.1	Enterobacterales	Transformer	0.0028795637190341	0-1753
S_ID085_T2_k141_7042	1349	NZ_CP079601.1	Enterobacterales	Transformer	0.4035918414592743	0-1348
S_ID085_T2_k141_7067	1241	NZ_CP076548.1	Enterobacterales	Transformer	0.2009435445070266	0-1240
S_ID085_T2_k141_7070	2396	NZ_CP019257.1	Enterobacterales	Transformer	0.6637689471244812	512-2395
S_ID085_T2_k141_7081	1292	NZ_CP079166.1	Enterobacterales	Transformer	0.9889174699783324	
S_ID085_T2_k141_7106	9897	CP071168.1	Enterobacterales	Transformer	0.9997952580451964	
S_ID085_T2_k141_7109	2378	NZ_CP076548.1	Enterobacterales	Transformer	0.4573648869991302	0-2249
S_ID085_T2_k141_7111	1789	CP074266.1	Enterobacterales	Transformer	0.5346176624298096	933-1787
S_ID085_T2_k141_7113	1089	NZ_CP079608.1	Enterobacterales	Transformer	0.0400906056165695	0-1088
S_ID085_T2_k141_7123	5100	LR134127.1	Enterobacterales	Transformer	0.0158551950007677	58-5097
S_ID085_T2_k141_7131	2092	NZ_CP072999.1	Enterobacterales	Transformer	0.8227744698524475	0-2091
S_ID085_T2_k141_7153	1454	NZ_CP074582.1	Enterobacterales	Transformer	0.011447662487626	0-1453
S_ID085_T2_k141_7165	2845	CP052389.1	Enterobacterales	Transformer	0.0043164296075701	0-2844
S_ID085_T2_k141_7170	1860	NZ_CP074582.1	Enterobacterales	Transformer	0.9638004899024964	0-1859
S_ID085_T2_k141_7180	15664	CP071168.1	Enterobacterales	Transformer	0.9998466968536376	
S_ID085_T2_k141_7193	2270	NZ_CP019275.1	Enterobacterales	Transformer	0.1398267298936844	0-2269
S_ID085_T2_k141_7199	1731	CP052389.1	Enterobacterales	Transformer	0.0149960564449429	0-1731
S_ID085_T2_k141_7232	1696	NZ_CP079166.1	Enterobacterales	Transformer	0.2566848695278168	0-1694
S_ID085_T2_k141_7252	1487	NZ_CP076548.1	Enterobacterales	Transformer	0.0003769778704736	0-1486
S_ID085_T2_k141_7261	6619	NZ_CP076548.1	Enterobacterales	Transformer	0.0561898611485958	0-6618
S_ID085_T2_k141_7285	1912	NZ_CP076548.1	Enterobacterales	Transformer	0.0460307523608207	0-1910
S_ID085_T2_k141_7327	1132	NZ_CP079166.1	Enterobacterales	Transformer	0.013085838407278	0-1131
S_ID085_T2_k141_7329	6837	CP071168.1	Enterobacterales	Transformer	0.9997159838676452	1842-2171,3257-3763,6257-6836
S_ID085_T2_k141_7340	2755	LR134132.1	Enterobacterales	Transformer	0.0011057830415666	0-2752
S_ID085_T2_k141_7359	10382	CP071168.1	Enterobacterales	Transformer	0.999777376651764	2286-2685
S_ID085_T2_k141_7391	2335	NZ_CP076548.1	Enterobacterales	Transformer	0.0244816411286592	0-2334
S_ID085_T2_k141_7400	2169	NZ_CP079601.1	Enterobacterales	Transformer	0.005401097703725	0-2168
S_ID085_T2_k141_7402	1494	NZ_CP075882.1	Enterobacterales	Transformer	0.9996234178543092	1260-1493
S_ID085_T2_k141_7433	2872	NZ_CP061765.1	Enterobacterales	Transformer	0.1485039740800857	0-2871
S_ID085_T2_k141_7450	1879	NZ_CP079125.1	Enterobacterales	Transformer	0.8729166984558105	0-1878
S_ID085_T2_k141_7465	2676	NZ_CP079608.1	Enterobacterales	Transformer	0.5191120505332947	0-2675
S_ID085_T2_k141_7488	1213	CP064321.1	Enterobacterales	Transformer	0.0123970881104469	0-1212
S_ID085_T2_k141_7532	1052	CP052389.1	Enterobacterales	Transformer	0.0957046896219253	0-1051
S_ID085_T2_k141_7534	1822	NZ_CP076548.1	Enterobacterales	Transformer	0.4876536428928375	0-1821
S_ID085_T2_k141_7537	1650	CP052389.1	Enterobacterales	Transformer	0.0144661692902445	0-1649
S_ID085_T2_k141_7541	1532	NZ_LR890473.1	Enterobacterales	Transformer	0.998699426651001	70-1531
S_ID085_T2_k141_7597	1298	CP071170.1	Enterobacterales	Transformer	0.9978010058403016	
S_ID085_T2_k141_7610	3364	NZ_CP075882.1	Enterobacterales	Transformer	0.9993435740470886	0-1927
S_ID085_T2_k141_7638	2854	NZ_CP063860.1	Enterobacterales	Transformer	0.7754318118095398	2400-2853
S_ID085_T2_k141_7639	1443	NZ_CP079141.1	Enterobacterales	Transformer	0.572408139705658	0-1442
S_ID085_T2_k141_7674	3118	CP052389.1	Enterobacterales	Transformer	0.0478260815143585	0-3117
S_ID085_T2_k141_7686	2926	NZ_CP074582.1	Enterobacterales	Transformer	0.0180884152650833	0-2925
S_ID085_T2_k141_7692	2410	NZ_CP074582.1	Enterobacterales	Transformer	0.6428908705711365	1672-2409
S_ID085_T2_k141_7713	1194	CP052389.1	Enterobacterales	Transformer	0.0315722525119781	0-1193
S_ID085_T2_k141_7747	1003	NZ_CP079601.1	Enterobacterales	Transformer	0.0017120064003393	0-1002
S_ID085_T2_k141_7749	3684	NZ_MK433207.1	Enterobacterales	Transformer	0.0135278208181262	0-3683
S_ID085_T2_k141_7756	1243	NZ_CP079675.1	Enterobacterales	Transformer	0.973669409751892	0-1242
S_ID085_T2_k141_7775	1867	NZ_CP079610.1	Enterobacterales	Transformer	0.0164202898740768	0-1866
S_ID085_T2_k141_7804	1701	NZ_CP079601.1	Enterobacterales	Transformer	0.0051251244731247	0-1700
S_ID085_T2_k141_7835	1531	NZ_LR134256.1	Enterobacterales	Transformer	0.0111564323306083	0-1529
S_ID085_T2_k141_7836	1694	NZ_CP075882.1	Enterobacterales	Transformer	0.15594582259655	0-1693
S_ID085_T2_k141_7839	2239	NZ_CP079125.1	Enterobacterales	Transformer	0.0013434157008305	0-2238
S_ID085_T2_k141_7842	2857	NZ_MT162143.1	Enterobacterales	Transformer	0.4547331631183624	0-2856
S_ID085_T2_k141_7844	1373	NZ_CP074582.1	Enterobacterales	Transformer	0.0133029231801629	0-1371
S_ID085_T2_k141_7846	1042	NZ_CP079608.1	Enterobacterales	Transformer	0.0006829970516264	0-1041
S_ID085_T2_k141_7858	1634	NZ_CP079601.1	Enterobacterales	Transformer	0.0007039952324703	0-1633
S_ID085_T2_k141_7882	1010	NZ_CP019246.1	Enterobacterales	Transformer	0.6274651885032654	0-1009
S_ID085_T2_k141_7899	1342	CP064320.1	Enterobacterales	Transformer	0.0093869967386126	0-1341
S_ID085_T2_k141_7918	2033	NZ_CP075882.1	Enterobacterales	Transformer	0.998773753643036	0-2032
S_ID085_T2_k141_7959	3494	NZ_CP075882.1	Enterobacterales	Transformer	0.9037227630615234	0-3493
S_ID085_T2_k141_7966	2388	CP052389.1	Enterobacterales	Transformer	0.0080778393894433	0-2387
S_ID085_T2_k141_7977	1197	NZ_LR134258.1	Enterobacterales	Transformer	0.8664532899856567	
S_ID085_T2_k141_8008	3068	NZ_CP076548.1	Enterobacterales	Transformer	0.0189566146582365	0-3066
S_ID085_T2_k141_8018	1558	NZ_CP076548.1	Enterobacterales	Transformer	0.0004641351988539	0-1557
S_ID085_T2_k141_8028	1245	NZ_CP076548.1	Enterobacterales	Transformer	0.8606794476509094	0-1244
S_ID085_T2_k141_8034	1487	NZ_CP076548.1	Enterobacterales	Transformer	0.0891120806336402	0-1486
S_ID085_T2_k141_8047	3193	CP052389.1	Enterobacterales	Transformer	0.0183319579809904	0-3192
S_ID085_T2_k141_8059	1871	NZ_MK433207.1	Enterobacterales	Transformer	0.0015400082338601	0-1870
S_ID085_T2_k141_8063	2873	NZ_CP076548.1	Enterobacterales	Transformer	0.0169769041240215	0-2872
S_ID085_T2_k141_8080	1902	CP052389.1	Enterobacterales	Transformer	0.0078401463106274	0-1901
S_ID085_T2_k141_8114	1099	NZ_CP075882.1	Enterobacterales	Transformer	0.998415231704712	0-115
S_ID085_T2_k141_8119	2381	CP071170.1	Enterobacterales	Transformer	0.9997554421424866	
S_ID085_T2_k141_8120	1166	NZ_CP079608.1	Enterobacterales	Transformer	0.08222196996212	0-1165
S_ID085_T2_k141_8179	2700	NZ_MK433207.1	Enterobacterales	Transformer	0.0013720954302698	0-2699
S_ID085_T2_k141_8195	1635	LR134132.1	Enterobacterales	Transformer	0.0064379260875284	0-1634
S_ID085_T2_k141_8203	1235	NZ_CP079166.1	Enterobacterales	Transformer	0.0053501990623772	0-1234
S_ID085_T2_k141_8209	1152	NZ_CP079125.1	Enterobacterales	Transformer	0.0125094698742032	0-1151
S_ID085_T2_k141_8218	2197	CP064321.1	Enterobacterales	Transformer	0.0725848823785781	0-2189
S_ID085_T2_k141_8222	1255	NZ_CP076548.1	Enterobacterales	Transformer	0.0003573387220967	0-1254
S_ID085_T2_k141_8375	1851	NZ_CP079166.1	Enterobacterales	Transformer	0.8214877247810364	
S_ID085_T2_k141_8383	1228	LR134132.1	Enterobacterales	Transformer	0.8022200465202332	0-1227
S_ID085_T2_k141_8387	1857	NZ_CP016892.1	Enterobacterales	Transformer	0.927684247493744	575-1192
S_ID085_T2_k141_8388	3578	CP071168.1	Enterobacterales	Transformer	0.99961119890213	0-296,307-1382,3144-3577
S_ID085_T2_k141_8396	1051	NZ_CP076548.1	Enterobacterales	Transformer	0.0007953012827783	0-1050
S_ID085_T2_k141_8407	1070	CP052389.1	Enterobacterales	Transformer	0.035898957401514	0-1069
S_ID085_T2_k141_8431	1056	LR134127.1	Enterobacterales	Transformer	0.0028911146800965	0-1055
S_ID085_T2_k141_8432	2453	NZ_CP079126.1	Enterobacterales	Transformer	0.2966670989990234	0-2452
S_ID085_T2_k141_8459	2157	CP064321.1	Enterobacterales	Transformer	0.3212031126022339	0-2155
S_ID085_T2_k141_8529	1827	NZ_CP076548.1	Enterobacterales	Transformer	0.3838724792003631	0-411
S_ID085_T2_k141_8554	1844	NZ_CP027613.1	Enterobacterales	Transformer	0.5893615484237671	
S_ID085_T2_k141_8578	1198	LR134127.1	Enterobacterales	Transformer	0.020846938714385	0-1197
S_ID085_T2_k141_8608	3639	CP052389.1	Enterobacterales	Transformer	0.0027922540903091	0-3638
S_ID085_T2_k141_3215	1338	LR134132.1	Enterobacterales	BLASTn	nan	0-1339
S_ID085_T2_k141_4010	3316	NZ_MK433207.1	Enterobacterales	BLASTn	nan	132-3311
S_ID085_T2_k141_4443	1009	NZ_CP049291.1	Enterobacterales	BLASTn	nan	0-1008
S_ID085_T2_k141_8216	1004	LR134132.1	Enterobacterales	BLASTn	nan	0-991
S_ID085_T2_k141_8478	2057	NZ_MN823990.1	Enterobacterales	BLASTn	nan	0-2046
S_ID085_T2_k141_199	2403	NZ_CP042398.1	Lactobacillales	Transformer	0.0078491093590855	0-2382
S_ID085_T2_k141_215	2322	NZ_CP012652.1	Lactobacillales	Transformer	0.9117510914802552	0-1097
S_ID085_T2_k141_356	1415	CP032503.1	Lactobacillales	Transformer	0.9759615063667296	1219-1415
S_ID085_T2_k141_580	1514	NZ_CP018188.1	Lactobacillales	Transformer	0.8321192860603333	0-1509
S_ID085_T2_k141_656	6405	NZ_CP020429.2	Lactobacillales	Transformer	0.52327561378479	413-868
S_ID085_T2_k141_950	1975	HE613570.1	Lactobacillales	Transformer	0.9803436994552612	1039-1040,1760-1974
S_ID085_T2_k141_1227	1908	LR962789.1	Lactobacillales	Transformer	0.99869042634964	0-1907
S_ID085_T2_k141_1498	1789	NZ_AP014682.1	Lactobacillales	Transformer	0.9054201245307922	23-1788
S_ID085_T2_k141_1945	1565	NZ_CP054154.1	Lactobacillales	Transformer	0.965124785900116	130-1567
S_ID085_T2_k141_2726	3166	CP029293.1	Lactobacillales	Transformer	0.938505470752716	1402-2777
S_ID085_T2_k141_2770	2876	NZ_CP047631.1	Lactobacillales	Transformer	0.5192928314208984	311-2882
S_ID085_T2_k141_2886	5158	NZ_CP048004.1	Lactobacillales	Transformer	0.91390460729599	483-4970
S_ID085_T2_k141_2976	1311	NZ_CP018188.1	Lactobacillales	Transformer	0.9663586616516112	
S_ID085_T2_k141_3311	2059	NZ_MN480762.1	Lactobacillales	Transformer	0.9691460132598876	
S_ID085_T2_k141_3553	1894	NZ_CP020606.1	Lactobacillales	Transformer	0.870973527431488	
S_ID085_T2_k141_3898	7690	NZ_CP020439.1	Lactobacillales	Transformer	0.9673997759819032	900-1353
S_ID085_T2_k141_3959	11309	NC_000937.1	Lactobacillales	Transformer	0.9998117089271544	792-5561
S_ID085_T2_k141_4034	3720	NZ_CP012652.1	Lactobacillales	Transformer	0.8144500851631165	2976-3721
S_ID085_T2_k141_4195	4488	NZ_CP016699.1	Lactobacillales	Transformer	0.1767465770244598	0-4481
S_ID085_T2_k141_4587	2166	NZ_CP016745.1	Lactobacillales	Transformer	0.9855923652648926	262-1017
S_ID085_T2_k141_5549	1256	NZ_CP068245.1	Lactobacillales	Transformer	0.9808571338653564	80-1127
S_ID085_T2_k141_5741	2425	NZ_CP054154.1	Lactobacillales	Transformer	0.8567782640457153	
S_ID085_T2_k141_5773	1542	LR962641.1	Lactobacillales	Transformer	0.9402031302452089	
S_ID085_T2_k141_6007	1372	NZ_CP065731.1	Lactobacillales	Transformer	0.2595570385456085	0-1141,1239-1316
S_ID085_T2_k141_6053	5484	HE613570.1	Lactobacillales	Transformer	0.999946117401123	0-1141,1202-2983
S_ID085_T2_k141_6318	3771	NZ_CP012290.1	Lactobacillales	Transformer	0.9982616305351256	195-1653,1677-2477
S_ID085_T2_k141_6436	1446	NZ_CP040803.1	Lactobacillales	Transformer	0.9990707635879515	
S_ID085_T2_k141_6526	1985	NZ_CP040803.1	Lactobacillales	Transformer	0.8278162479400635	549-1988
S_ID085_T2_k141_7065	1005	HE613570.1	Lactobacillales	Transformer	0.9808230996131896	
S_ID085_T2_k141_7437	2237	NZ_CP016739.1	Lactobacillales	Transformer	0.9480816125869752	
S_ID085_T2_k141_7748	3853	NZ_CP016743.1	Lactobacillales	Transformer	0.5671184062957764	
S_ID085_T2_k141_7755	4591	NC_005323.1	Lactobacillales	Transformer	0.999929428100586	
S_ID085_T2_k141_7764	3640	NC_000937.1	Lactobacillales	Transformer	0.993491232395172	
S_ID085_T2_k141_7777	3502	NZ_AJ242476.1	Lactobacillales	Transformer	0.9994335770606996	2269-2674
S_ID085_T2_k141_7909	1053	CP019751.1	Lactobacillales	Transformer	0.9115495085716248	96-579
S_ID085_T2_k141_7958	1319	HE613570.1	Lactobacillales	Transformer	0.9997736811637878	
S_ID085_T2_k141_8144	1623	NZ_AP024212.1	Lactobacillales	Transformer	0.9962207674980164	
S_ID085_T2_k141_8382	2050	CP029293.1	Lactobacillales	Transformer	0.2541512846946716	0-738
S_ID085_T2_k141_1812	1676	NZ_CP020429.2	Lactobacillales	BLASTn	nan	5-1648
S_ID085_T2_k141_3178	2052	NZ_CP064836.1	Lactobacillales	BLASTn	nan	140-2070
S_ID085_T2_k141_4982	1856	NZ_CP046625.1	Lactobacillales	BLASTn	nan	139-1851
S_ID085_T2_k141_5084	1092	NZ_CP069428.1	Lactobacillales	BLASTn	nan	0-1089
S_ID085_T2_k141_5620	2231	NZ_CP069428.1	Lactobacillales	BLASTn	nan	0-2224
S_ID085_T2_k141_5639	1042	NZ_CP069428.1	Lactobacillales	BLASTn	nan	0-1037
S_ID085_T2_k141_6882	1117	NZ_CP069428.1	Lactobacillales	BLASTn	nan	0-1089
S_ID085_T2_k141_7164	1407	LR962808.1	Lactobacillales	BLASTn	nan	0-1406
S_ID085_T2_k141_78	1328	NZ_MW364978.1	Bacillales	Transformer	0.9958747029304504	
S_ID085_T2_k141_118	1772	NZ_CP066063.1	Bacillales	Transformer	0.8199930787086487	0-1770
S_ID085_T2_k141_264	6609	NZ_MW364979.1	Bacillales	Transformer	0.9977359771728516	
S_ID085_T2_k141_298	1633	NZ_MW364979.1	Bacillales	Transformer	0.9988890290260316	
S_ID085_T2_k141_364	13099	NC_013383.1	Bacillales	Transformer	0.999952793121338	5176-5874,12035-12055
S_ID085_T2_k141_412	9219	NZ_MW364979.1	Bacillales	Transformer	0.9999051094055176	812-1166
S_ID085_T2_k141_611	1214	NZ_MW364978.1	Bacillales	Transformer	0.9997484087944032	
S_ID085_T2_k141_889	1942	NZ_MW364982.1	Bacillales	Transformer	0.999637007713318	
S_ID085_T2_k141_902	1806	NZ_MW364982.1	Bacillales	Transformer	0.998441755771637	
S_ID085_T2_k141_918	2038	NZ_CP022907.1	Bacillales	Transformer	0.9971676468849182	1749-1897
S_ID085_T2_k141_928	1026	NZ_MW364978.1	Bacillales	Transformer	0.9982454776763916	
S_ID085_T2_k141_941	3861	NZ_KT780704.1	Bacillales	Transformer	0.3071781098842621	0-3721
S_ID085_T2_k141_1535	1830	CP049992.1	Bacillales	Transformer	0.9358627796173096	1-1829
S_ID085_T2_k141_1553	1441	NZ_MW364978.1	Bacillales	Transformer	0.3511273562908172	504-1440
S_ID085_T2_k141_1717	1092	NZ_CP022249.1	Bacillales	Transformer	0.9992965459823608	
S_ID085_T2_k141_1902	1016	NZ_KT780704.1	Bacillales	Transformer	0.1712512224912643	4-1015
S_ID085_T2_k141_2215	3041	NZ_CP060795.1	Bacillales	Transformer	0.9997324347496032	0-344,1413-2217
S_ID085_T2_k141_2393	1043	NZ_MW364978.1	Bacillales	Transformer	0.9993243217468262	
S_ID085_T2_k141_2418	1025	NZ_MW364978.1	Bacillales	Transformer	0.9997926354408264	
S_ID085_T2_k141_2516	1997	NZ_CP053475.1	Bacillales	Transformer	0.9999500513076782	978-1139
S_ID085_T2_k141_2519	2087	NZ_CP022055.1	Bacillales	Transformer	0.9846459031105042	420-1914
S_ID085_T2_k141_2613	2628	NZ_CP016969.1	Bacillales	Transformer	0.9066339731216432	
S_ID085_T2_k141_3317	1199	NZ_MW364978.1	Bacillales	Transformer	0.9946510195732116	
S_ID085_T2_k141_3481	1264	NZ_MW364978.1	Bacillales	Transformer	0.9988570213317872	0-50
S_ID085_T2_k141_3591	1463	NZ_MW364978.1	Bacillales	Transformer	0.082045592367649	1328-1482
S_ID085_T2_k141_3643	1501	NZ_CP077271.1	Bacillales	Transformer	0.9687840342521667	0-1500
S_ID085_T2_k141_3651	1956	NZ_CP017464.1	Bacillales	Transformer	0.8954876065254211	22-1955
S_ID085_T2_k141_3676	1758	NZ_MW364978.1	Bacillales	Transformer	0.9904323220252992	
S_ID085_T2_k141_3787	4201	NZ_CP046305.1	Bacillales	Transformer	0.9998642206192015	141-182
S_ID085_T2_k141_3816	5631	NZ_KY465818.1	Bacillales	Transformer	0.9999164342880248	141-430,479-1997,2159-3018
S_ID085_T2_k141_3857	7115	NZ_MH587574.1	Bacillales	Transformer	0.9998756647109984	
S_ID085_T2_k141_3919	1326	NZ_MW364978.1	Bacillales	Transformer	0.9994908571243286	
S_ID085_T2_k141_4164	1800	NZ_CP023967.1	Bacillales	Transformer	0.4732413589954376	0-1797
S_ID085_T2_k141_4339	4200	NC_013330.1	Bacillales	Transformer	0.9936755299568176	
S_ID085_T2_k141_4470	4904	NZ_CP024810.1	Bacillales	Transformer	0.9998030066490172	0-3285
S_ID085_T2_k141_5013	3403	NZ_MW364978.1	Bacillales	Transformer	0.9998583793640136	
S_ID085_T2_k141_5143	1079	NZ_CP016969.1	Bacillales	Transformer	0.6966264843940735	
S_ID085_T2_k141_5374	21414	CP030478.1	Bacillales	Transformer	0.5296754837036133	1326-1496,1919-2882,6402-6743
S_ID085_T2_k141_5385	1324	CP052974.1	Bacillales	Transformer	0.7148311734199524	0-1323
S_ID085_T2_k141_5428	1947	NZ_CP051645.1	Bacillales	Transformer	0.5981050729751587	561-1846
S_ID085_T2_k141_5446	3883	NC_022598.1	Bacillales	Transformer	0.9998606443405152	0-156,186-3361
S_ID085_T2_k141_5459	2108	NZ_KU882686.1	Bacillales	Transformer	0.9587575793266296	1-1635
S_ID085_T2_k141_5802	2244	CP052966.1	Bacillales	Transformer	0.9997616410255432	
S_ID085_T2_k141_6379	1030	NZ_KT780704.1	Bacillales	Transformer	0.7004154324531555	0-1025
S_ID085_T2_k141_6421	1721	NZ_CP066063.1	Bacillales	Transformer	0.9997790455818176	
S_ID085_T2_k141_6447	3645	NZ_CP042343.1	Bacillales	Transformer	0.9351457357406616	2208-3425
S_ID085_T2_k141_6617	1830	NC_013321.1	Bacillales	Transformer	0.9998075366020204	0-471,991-1642
S_ID085_T2_k141_6935	7116	NZ_CP032158.1	Bacillales	Transformer	0.9999233484268188	6912-7115
S_ID085_T2_k141_7001	2797	NZ_MW364982.1	Bacillales	Transformer	0.999800145626068	
S_ID085_T2_k141_7012	20560	NZ_CP013060.1	Bacillales	Transformer	0.9140940308570862	251-1311,1832-1853
S_ID085_T2_k141_7022	1088	NZ_CP068217.1	Bacillales	Transformer	0.9996113181114196	41-620
S_ID085_T2_k141_7173	1281	NZ_MW364978.1	Bacillales	Transformer	0.9494837522506714	960-1280
S_ID085_T2_k141_7323	1905	NZ_CP071510.1	Bacillales	Transformer	0.9997732043266296	0-253,475-1904
S_ID085_T2_k141_7746	1712	NZ_CP016969.1	Bacillales	Transformer	0.9617463946342468	
S_ID085_T2_k141_7866	1201	NZ_CP060795.1	Bacillales	Transformer	0.9998457431793212	
S_ID085_T2_k141_7925	1235	CP052031.1	Bacillales	Transformer	0.9399356245994568	3-1189
S_ID085_T2_k141_8286	39715	NC_021657.1	Bacillales	Transformer	0.9996129870414734	
S_ID085_T2_k141_8288	1368	NZ_CP031197.1	Bacillales	Transformer	0.9504544138908386	
S_ID085_T2_k141_8376	1193	CP052968.1	Bacillales	Transformer	0.9977210164070128	
S_ID085_T2_k141_8635	1645	NZ_MW364978.1	Bacillales	Transformer	0.992664396762848	0-42
S_ID085_T2_k141_178	1115	NZ_CP069221.1	Bacillales	BLASTn	nan	0-45
S_ID085_T2_k141_1903	1003	NZ_CP072477.1	Bacillales	BLASTn	nan	12-1000
S_ID085_T2_k141_3780	1042	NZ_CP033813.1	Bacillales	BLASTn	nan	811-1033
S_ID085_T2_k141_796	1392	CP060162.1	Pseudomonadales	Transformer	0.98948073387146	
S_ID085_T2_k141_3281	1098	CP060162.1	Pseudomonadales	Transformer	0.9974671602249146	
